concept_id
21601727
21601737
21601703
21601698
21601712
21601711
21601718
21601671
21601738
21601690
1123624
21601673
21601701
21601734
21601726
21601725
21601702
21601735
1123901
1123778
21601666
21601733
21601687
21601730
21601691
46221724
46221722
45775831
45775830
44816220
44189096
44189094
44189005
44188395
44188377
44186689
44186685
44186340
44186058
44185926
44185309
44185308
44185062
44182949
44182947
44182900
44182868
44182283
44182281
44182276
44181495
44181424
44181423
44181420
44181336
44181327
44180840
44180839
44179503
44179215
44179162
44179156
44179117
44179116
44178567
44178564
44177663
44177610
44177127
44175459
44175457
44175418
44175400
44174808
44174807
44174796
44174793
44174037
44174035
44173944
44173942
44172678
44171714
44171711
44171599
44171051
44171045
44171041
44171037
44170365
44170274
44170273
44170210
44170206
44170131
44169617
44169610
44167964
44167909
44167618
44166547
44166367
44166366
44165090
44164702
44164199
44164139
44164093
44163549
44163543
44163541
44162822
44162721
44162641
44162640
44162639
44162547
44162069
44162062
44162061
44160389
44160386
44160384
44160338
44160337
44160336
44160278
44159792
44159787
44159781
44159773
44159047
44129939
44129893
44129468
44129464
44129463
44129462
44128947
44127622
44127157
44127156
44127154
44126833
44126832
44126422
44126146
44125971
44125829
44125826
44124951
44124946
44124476
44124470
44122470
44122204
44121547
44121210
44119992
44119820
44119693
44119692
44119691
44119690
44119687
44118718
44116279
44116278
44116273
44116270
44116021
44115794
44114488
44114487
44114484
44114405
44114150
44114022
44114019
44112963
44112961
44112960
44112656
44111553
44111264
44111263
44111194
44110053
44109338
44109337
44109209
44109097
44106798
44105735
44105733
44105667
44105442
44103903
44103485
44103484
44102981
44102977
44101642
44101640
44101312
44101311
44101169
44100842
44100710
44100423
44100421
44100161
44100160
44099853
44099852
44099851
44099124
44098952
44098652
44098651
44098404
44098401
44095569
44094066
44094065
44093900
44093899
44092958
44092956
44092954
44092790
44092530
44092529
44090900
44090898
44090479
44090478
44089943
44089940
44088854
44088619
44088614
44088560
44088296
44088295
44088176
44088175
44088173
44087817
44087396
44087395
44087394
44087393
44087125
44086854
44086851
44086849
44086846
44086005
44086002
44086001
44085800
44085719
44085489
44083782
44083551
44083550
44083549
44082643
44082445
44082301
44080765
44080227
44079992
44079990
44079529
44079522
44077559
44077554
44077552
44077298
44077060
44075433
44074968
44074967
44074531
44074284
